bh-coords,bh-region,bh-system,ex-coords,ex-region,ex-system
03DC:0078:0D2C:0079,Ijbaga Cloud,Ipkinn-Tab,093C:007C:0E72:0037,Sea of Cadiviang,Ipkinn-Tab
03DE:0080:07BD:0079,Upuyao Terminus,Inusin-Pleie,0C08:007D:0890:004B,Recaereil Shallows,Rustockso
03E0:0081:0BA6:0079,Rukundja Adjunct,Iomisa-Enoda,0BA1:0080:0C0E:0050,Solchir,Udgewo XVII
03E3:007E:0BCD:0079,Fiorund Void,Oiganzh,0D63:007E:06B8:0040,Azongb Boundary,Gakitac-Bori
03E3:0083:0306:0079,Flhelfa Anomaly,Kuytunxu,0AA3:007F:022D:0040,Raxisr Fringe,Kobsso-Noshi
03E4:0078:0D2E:0079,Libeller Shallows,Rigoican XV,0904:007D:0184:0004,Iiraiija Cloud,Rigoican XV
03E5:007B:08E5:0079,Reffey Band,Immyakoll,03DE:0080:07BD:0061,Upuyao Terminus,Riozerz
03E8:0078:0D2E:0079,Poscuhmet Mass,Beppull,09BE:0081:0E4E:0035,Noaric Sector,Beppull
03E8:007E:0289:0079,Uklanjay Fringe,Ageors-Voul,016D:0083:0667:0052,Viusip Terminus,Yatilet
03E9:007D:0289:0079,Wichuquvel Quadrant,Ourdosare,0E81:007D:062A:0035,Uwiran Anomaly,Inkoht-Aki VIII
03E9:007D:028A:0079,Juneravo Adjunct,Yardon-Guan,0CA5:007B:0CE6:0062,Nehiticxs Quadrant,Gukang
03EA:007D:028A:0079,Vitset Nebula,Lottfelu,01A6:007F:0A53:0014,Wasdam Conflux,Ussuell
03EB:0083:076C:0079,Deptaci Instability,Suvoro-Bamat,0B8D:007D:09F7:0027,Aymiro Band,Incangnag
03F0:007B:0A9A:0079,Inyanyi Band,Rikumi VII,0587:007D:0C11:005D,Netaiyu,Munator-Noa VIII
03F1:0082:0428:0079,Xocherb,Uskazo,0CEC:007C:0A82:0028,Esdaikid Nebula,Ahashir
03F2:007E:036D:0079,Azerna Expanse,Hidurechn,03B0:0081:03BF:0025,Umeitsa Quadrant,Ujiehbo
03F4:0082:0736:0079,Syonet Terminus,Gidenga XIII,05B8:0081:04A5:0075,,
03F8:0080:069E:0079,Epomercel Nebula,Reshooey,0541:007D:0B2D:003A,Chtiri Void,Eziusi-Nuyval
03FB:007E:0CD9:0079,Rifeligu Instability,Atfilman,0A1C:0082:021E:0004,The Arm of Atferm,Tajima
03FC:0081:0DA1:0079,Huotenh,Eyoarkko,073E:0081:012D:0012,Afloincu Expanse,Adpise
0401:0083:098D:0079,Rutfinez Adjunct,Iplebe XVII,0B99:0080:05CD:0077,Afquesti Expanse,Tuvedkl
0403:007F:0DC5:0079,Ucphak,Emnikin-Liga,0181:0082:057E:002D,Horesp Boundary,Rubtsovoc
0405:007F:0B2D:0079,Ryhusbace Fringe,Erkessayl,0C94:0081:05E7:0021,Sea of Miekdek,Esozav-Asen
0409:0080:0280:0079,Ofaygqu Sector,Eshiwa,082C:007C:0EB6:0031,Erszew Adjunct,Eshiwa
040A:0080:0280:0079,Gunenil Cluster,Kubalsan,01C5:007F:0580:005B,Amcuc Adjuct,Kubalsan
0419:007C:041E:0079,Gilggaki Nebula,Aticaye-Kohuny XVIII,0798:0082:0294:0071,Rayati Void,Oiqiao-Faun
041A:007F:0CE5:0079,The Arm of Lutbern,Glorusa-Frus,023D:0081:0A47:006C,Hegnowen Cloud,Usukeiosu XIX
0420:0082:0D4E:0079,Uaveld Void,Egoren,0B2C:0082:0DB0:0011,The Arm of Joleodz,Teyin
0423:007B:08F1:0079,Habunen,Ubrity-Kefiel,053A:0081:0AC4:003E,Hyneni Anomaly,Arypol-Liymfo
0425:007E:0D51:0079,Noannab,Oganei-Niyer VIII,0DB3:007E:04DE:004E,Rohuldi Shadows,Itchus
0427:0082:0762:0079,Urhamu Void,Ticindyan,09AC:007C:048E:0072,Yicaro Sector,Kugasa
0428:0083:0B34:0079,Rekstiripo Fringe,Nibeibei XVIII,07E7:007E:030D:003D,Nastane Sector,Imenxi XVIII
042A:007B:0351:0079,Xedibi Void,Erylan,0C7B:0081:0BF6:0065,Leevedos Cluster,Corano
042A:007D:0D83:0079,Urghar Band,Koheeoo XVIII,01CD:007F:058E:0039,Zicnii Cluster,Ooruiu
042C:0078:0D56:0079,Oktisase Spur,Ruregiosus,0A49:007D:01E7:0032,Pushdow Adjunct,Iyevsk
042C:0082:0D8D:0079,Nutyren Band,Boriguc,067B:0082:0E81:005C,Ijoter Shallows,Oltsid-Awat
042D:0078:0D56:0079,Sucututa Nebula,Hijonam,08DA:0081:018D:0053,Inradsk,Idutab
042D:0079:0D56:0079,Acolemit Mass,Rosakht-Hoya,09CA:007D:0E41:002C,Putisak Band,Reesbo XVII
042D:007E:0219:0079,Sea of Astaruek,Huvistrov,076B:0081:010C:0020,Zeyskyan Shallows,Maibai XIX
042F:0078:0D55:0079,Riwala,Ementtib (Hub1-79),0180:0082:07AA:000C,Libilama Mass,Mogothbur
0433:007D:03EF:0079,Gepanjek,Auobra-Iak,0BC9:0082:0BFE:0016,Sea of Meichen,Igornya-Predn
0434:007C:09F1:0079,Afreenpe,Lerodskov XI,09C6:0080:042F:0025,Qeteswri Instability,Nodawar
0438:007F:031D:0079,Osussa Anomaly,Kihamu IX,0E18:007F:086C:004B,Habunnut Instability,Wicestin XIII
043D:007C:06FD:0079,Yalisa Band,Teseycia XV,0551:007C:0545:0073,,
043F:007C:0C84:0079,Usbachi Expanse,Pochengd V,028B:0082:05F5:0010,The Arm of Tapharve,Pochengd V
0441:0082:02D6:0079,Odzerb Boundary,Tasihche,0200:007D:09FF:001D,Otlipe,Goythios XIV
0447:0080:0520:0079,Nihurl Adjunct,Aklinga,0BE2:007F:0577:0037,Mexigu Cloud,Omnati-Oide
0448:0082:0D56:0079,Rematyai Quadrant,Arzama,03E3:0083:0306:001F,Flhelfa Anomaly,Moinda
0451:007C:024F:0079,Epchee,Emkhol,0C32:007E:02CC:0071,Uayayp,Emkhol
045A:007E:0CAE:0079,Peduci Quadrant,Nogboraxi,0351:007E:0471:0042,Aecilb Instability,Ubeina-Tai Il
045B:0081:0C9C:0079,Rotmile Mass,Nodaitoy,0DC2:007E:0739:0055,Cibara Nebula,Nirovo-Nalegi
0462:0083:0C66:0079,Wachmarm Conflux,Lahetsf-Haet,0499:007E:037F:0036,Boabyb Sector,Lahetsf-Haet
0467:007B:0BFA:0079,Umvelet Quadrant,Onistok-Eudu,04A6:007E:0C1E:0014,Doensl Shallows,Nisshi XI
0468:007C:072C:0079,Dagupt Boundary,Yazakizu VIII,05A6:007B:053D:0053,Pangak Fringe,Iguchic VI
0468:007C:097D:0079,Ogmanaga,Yondalm XIII,0B79:007B:099B:002F,Mallaea,Madiha
046C:007F:02D2:0079,Pineret Void,Maibar-Alla,0846:007F:0E38:004D,Bumbay,Sujiman
046C:007F:0932:0079,Natakebe Cluster,Nadisord,046C:0082:08FE:0036,Beldog,Houlsusi XI
046C:0082:08FE:0079,Beldog,Sakkurva,0A3F:007D:0521:0077,Rajang Cloud,Hojonens
046E:0080:041E:0079,Badenst Cloud,Islobods,066C:0080:0307:002A,,
0472:0080:0BDB:0079,Qianga Nebula,Holssof-Muksh,02E6:007C:0709:0034,Wuweste Shallows,Ugulyan XVIII
0475:007C:0C39:0079,Moccolo,Vestverka,054E:007C:033F:001B,Ayasmy,Rajevog
0478:007C:0618:0079,Apopulca,Vardat,063E:007C:0B89:0029,Suleerh Nebula,Ugasikk-Gufrek
0478:0083:027C:0079,Sea of Siyaco,Raregean XII,0521:007D:022E:0032,Ohimri Expanse,Onakata-Aurak
0483:007E:0C5A:0079,Otnahu Terminus,Utanab-Suur V,0416:007C:041A:0053,Baffri,Loygini-Arhu XIX
048C:0080:02D9:0079,Ugnoti Void,Rioiko,0B06:007D:0D58:0004,Duulng Nebula,Baqenzh-Yohte
0492:007E:09E7:0079,Toviksi Quadrant,Oviath III,0BB5:007E:0908:0078,Mytone Sector,Luybrini
0498:0081:08F8:0079,Ocrici Anomaly,Iverwic-Gaya,07A8:0080:0B74:0072,,
049A:0081:0AE0:0079,Zuruba Conflux,Gosekin-Dapot,079B:0081:0C5E:005D,Yazantj Quadrant,Thmanti-Sori III
04A0:0080:012A:0079,Aygetla Void,Bagrud-Emga,00A5:0082:063A:002E,Fulling,Augard-Abl
04A6:007C:0ABC:0079,Yimbesk,Ligatski XI,03F5:0080:069E:002A,Yihlderse,Iweifann XIX
04A6:007E:0C1E:0079,Doensl Shallows,Sahiko-Fry,0814:007D:0D3E:0050,Norwal Fringe,Remaimen IV
04A6:0080:0CB8:0079,Vogupallma Expanse,Memotu-Yige,0252:007F:0736:0043,Ratbere,Qingya
04AB:0081:02E6:0079,Thseba Conflux,Ighedska XI,0DF8:0081:08DD:0008,Hulhaliv Cloud,Ighedska XI
04AD:007F:0A29:0079,Kazunua Cluster,Opiokirj VII,0A01:0082:04A6:0038,Gahans Cluster,Middel
04AE:007D:024F:0079,Tiyacoc Adjunct,Irkulo-Vai II,0E0E:0080:0A6D:0030,Yinaddotu Mass,Uerlun-Jongd
04B5:007D:0700:0079,Uleyden Cluster,Nippersa XVI,09F1:0082:0AC2:0034,Oesingtei,Slisent
04B9:007E:06B4:0079,Uketcalis Instability,Irunoku-Tolei,08AE:0080:049B:0058,Humidtum Void,Hibatag
04BC:0083:0286:0079,Wuthoys Shallows,Osungr,0DA1:007E:0AD9:0033,Lawicza Expanse,Roslavet
04C1:007D:08F7:0079,Bayeian Adjunct,Oongca-Ske,0AF3:007E:0986:0035,Runkobid Cloud,Xuzhigats
04C6:0081:07F1:0079,Gedrajau Conflux,Ruokaw-Uri,0B00:007D:0703:005D,Aimora Mass,Aoirin-Qenz
04D2:0082:0B31:0079,Maquaraba,Ormainxia,0C16:007E:0640:003E,Nebotr Spur,Amkomp
04D5:007E:060C:0079,Moyotot Spur,Odlarrisc ,0B29:007E:062C:0070,Udnikl,Hootlef-Ruenn IX
04D5:007E:0B38:0079,Eyevir Spur,Gunagdamxo IX,09D0:0081:03EC:0035,Mugaruom Boundary,Darzesien
04D6:0080:0690:0079,Tefaird,Ulwell XVII,070E:007C:04B9:0074,Bojirukh Band,Urilsk
04D6:0081:08B4:0079,Erarikbak Conflux,Ehounsl-Tebe,06CB:0081:0510:0076,Ebatta Boundary,Eutora
04D6:0082:0991:0079,Tefinsk Void,Inaivari,04D6:0080:0691:0052,Yutowagn Spur,Hiyang-Ukong
04D8:0081:0CE7:0079,Udtiala Sector,Drinibu VII ,0BC4:0082:0C60:001E,Dornisb,Ashyov
04D8:0082:0CE7:0079,Cihotunab Terminus,Rolsbor-Lone IV,06A7:007D:0263:0066,Beyoomarg Band,Izdray
04D8:0083:0D2A:0079,Aezato Fringe,Derabu,0269:0082:05D6:0060,Icatec Band,Uokitug
04DD:007E:0419:0079,Hesalaan Quadrant,Oxinyoud VII,0314:007D:0781:0040,Krzesi Expanse,Osiusi-Akkur XVIII
04E3:0082:0276:0079,Gisanisle,Woding,01F2:007D:09B3:004F,Regrebi Quadrant,Woding
04E4:0081:09C4:0079,Akovan Shallows,Ribxihom XI,061C:007D:0507:0035,Niwaki Void,Gepohan
04E8:0080:01F6:0079,The Arm of Ocmill,Hagime-Yenda,0B2B:007C:0212:0037,The Arm of Ocmill,Hagime-Yenda
04E8:0080:09EF:0079,Elotta Quadrant,Ojiris-Itog,05F0:007E:050F:0051,,
04E8:0083:02A4:0079,Chyakonib,Bodmouth,02DC:0081:0B52:006E,Ritshid Terminus,Bodmouth
04EE:0081:0A83:0079,Waanho Cluster,Stjens-Hequi,0463:007C:097F:003A,Wolfer Boundary,Hunyaza
04F1:007D:00A2:0079,Ummarxve Shallows,Smenus,0025:007D:0712:0076,Monesta Mass,Ovikmy-Tamba XVI
04F5:0080:0D1D:0079,Calfbes Mass,Rumazu,0D92:007D:09E5:005F,Selomeya,Wolaga-Bihi VIII
04F8:0080:0121:0079,The Arm of Ottinge,Mufordwic,01AD:007F:0413:0078,Omicha Boundary,Dikati-Aine
04FC:007D:041C:0079,Ovoye Sector,Ruskodu-Ozn VI,0AE3:0081:0BE7:002B,Sea of Cesesuy,Wednesow V
04FC:007D:0DD8:0079,Yemradam Conflux,Moxk-Joet XVII,0CA3:007E:0C93:0031,Uksard Band,Huzhrere IV
04FD:007E:03D6:0079,Swoiwns Boundary,Kujavid-Yipu,0364:007F:0A1D:0065,Menarf Band,Ecitusa-Dente
0505:0082:06D5:0079,Ourbarb,Naossa,09A5:007C:0AAB:003D,Estiiq Sector,Xalang-Rofal
050D:007D:058A:0079,Onkoukho Expanse,Neyame-Meg,0756:007E:0447:0049,Eujmin,Otmang-Aza
0512:0082:0ACF:0079,Batani Expanse,Uynako-Oza,0479:007C:0619:0025,Thudihili,Ikronomi
0515:0082:0229:0079,Amoandin Cluster,Postockbur,0AF9:007D:0244:0074,The Arm of Allulahum,Orgunn-Lod IV
051E:0082:094B:0079,Nafionnlo Quadrant,Iatnik,0793:007F:0B11:0048,Hooper,Heculavo
0520:007D:022D:0079,Cuanek Conflux,Husettl-Rorhae Il,0DE2:0080:056E:0078,The Arm of Nekindabak,Iuyang-Goyan III
0524:0082:0DAB:0079,Alkyurj Sector,Osoveta XVII,03FC:007E:0CD9:002A,Dinjoke Void,Itskiye-Izon
0526:007E:0DE4:0079,Feyeruk Conflux,Yupinstas,0D58:007B:0452:0027,Tinawa Cloud,Kunetu
052C:007D:0A84:0079,Ruxianv Fringe,Aohekonqu,0AB5:0082:0570:0031,Ebigel Nebula,Rishev VI
052E:0081:05A0:0079,Sumarun Sector,Oshori XIX,0916:007C:0B74:0037,The Arm of Ebtetie,Noketoh-Stro
0538:0081:04A8:0079,Rytehagot Cluster,Piebok V,0401:0083:098D:0035,Rufinez Adjunct,Avangu-Boyc
0539:0080:0243:0079,Aclawd Boundary,Acangs XV,0ABD:0083:0DAF:0035,Ripino Boundary,Ranslowel XVIII
053A:0081:0AC4:0079,Hyneni Anomaly,Donymitol,08CE:0082:0439:002C,Pawlikho Mass,Esnogdan
053C:0083:0DBE:0079,Jugtaln Anomaly,Rilynon,0343:007D:03D2:0068,,
053D:007C:0E6C:0079,Sea of Rabidi,Ortland VI,05B0:007E:0177:0078,Wiguoji,Omrada IV
053F:0082:02EC:0079,Qomamm Quadrant,Necestv,0CEA:007E:0AE4:0073,The Arm of Gewoolhai,Palasve-Sayab XVIII
0541:0080:07BB:0079,The Arm of Talps,Gurois,06B0:0081:0A5A:0058,Seciticu,Unnakawa
0543:0083:0A8B:0079,Dazhba Terminus,Ulovoann,0703:0080:0B89:0051,Dumnue Expanse,Serleg
0544:007C:0D0A:0079,Zoraikas,Ognitskyv,0D72:007E:0668:002C,Arm of Ollent,Tinssugr
0549:007F:047E:0079,Negthir,Tegeaw-Tor,0747:007C:0C4D:0074,Bamurp Void,Sabilad XIV
0549:0080:0197:0079,Lafheitja Void,Obqenz-liga,0225:007E:0BA6:0031,Ointanis,Olkovskoi
054A:007C:0434:0079,Krushi Void,Iatess XIII,0A25:0080:03EF:006F,Ootayl Terminus,Satong-Ramon XVI
054E:007F:0D46:0079,Armata,Aupplysi,0DDE:0082:07FE:0009,,
054F:007C:0545:0079,Deneriusa Fringe,Ompainp-Tione VI,05BF:007E:0B05:0045,,
054F:0082:0961:0079,The Arm of Sukesm,Heshipi-Anaba,0AA5:0080:06AB:003F,Seises Fringe,Xiaxigzh XIV
0551:007C:033E:0079,Kaoisi Nebula,Agluohek XIV,032C:0083:0594:0047,The Arm of Lungard,Bokusas
0555:0082:0951:0079,Zuyarai,Bamagami IV,060E:0082:05D3:0051,Teledai,Irishim
0555:0082:0D56:0079,Sea of Kimoth,Abdulinoo,0BCD:0083:0379:0026,Arm of Amemad,Sakhtu-Nets
0556:0082:0DCD:0079,Iwarkiw Sector,Icrook,0E45:0080:08C4:0072,Huzwangto Conflux,Itvalei-Vils XVII
0558:0082:0360:0079,Otrics Fringe,Seonju-Nobu VIII,03C3:007D:0B21:0046,Latgarca Cluster,Donoro-Dosv III
055B:007F:0A44:0079,Aykende,Poimilie XVII,07C7:0081:0B6A:0031,Totorweish Band,Nutsfor
0563:007F:0884:0079,Lapurusa,Iderari-Omiy,0623:0081:09CF:0053,Reshabe Sector,Yanabe VII
056A:007E:036C:0079,Bewayampop Nebula,Sugara IX,0C3B:007D:0AFF:0060,Fateshn Boundary,Aushyue
056B:0082:0B79:0079,Sea of Ehperk,Aqinza-Nady,03BA:0082:07D8:0036,,
0573:007D:077A:0079,Cowliu Cluster,Kasahamat,0923:0080:05BB:005B,Laydansv Terminus,Uiyans
057D:007B:0C3B:0079,Enzerni Quadrant,Yohashi,0355:007B:06A0:0050,Niagridj Sector,Tasugin VIII
0587:007D:0C11:0079,Netaiyu,Iiminan,0447:0080:0520:0057,Nihurl Adjunct,Eifshorn
058A:007B:0342:0079,The Arm of Joserap,ayamag-Arga XVI,02CC:0081:08E4:004C,Errete,Zezhenh-Ursk XIII
058A:007C:0A9C:0079,The Arm of Novoumida,Nejuanis XIV,04B9:007E:06B4:0075,Uketcalis Instability,Monbetsuy
0592:0082:0604:0079,Rulanosun Nebula,Sworkin-Litso,0673:007C:0AA5:0067,,
0596:0082:01C9:0079,Acdontoko,Izawara-Yosh IV,0991:0080:0196:0057,Rodokiossu Nebula,Aishibara VIII
059F:007E:04B7:0079,Aycureve Instability,Iljalimp,0BDC:007E:06FC:0031,Acorni Cloud,Droine
05A4:007E:0776:0079,The Arm of Nadsen,Unbarb,09AA:007D:09A8:0069,,
05A6:007B:053D:0079,Pangak Fringe,Oishik,0AAB:007E:0A59:0058,Diebeg Nebula,Mabaraz
05A7:007E:07E8:0079,Ibutote Cluster,Ishibet,0760:0080:05CD:005D,Doikabus,Urgaseo
05AA:007E:0A2C:0079,Torenti Fringe,Wachigiu,09B4:007C:0560:0053,Sea of Voltaici,Toneho
05AC:007F:0262:0079,Uyenawy,Atiiak-Suk,09AA:007E:0239:006F,Sea of Minkos,Atiiak-Suk
05AD:0083:0E50:0079,Hingang Terminus,Nugyuanba XIII,0A22:007E:01AD:0041,Oydpor Conflux,Lufenz
05AF:007D:01F0:0079,Xihewixi Conflux,Olyebri-Yanab,0E1B:0081:09FB:005C,Rutsaya Conflux,Olyebri-Yanab
05AF:007D:01F1:0079,Tiquiya Conflux,Suyamai-Olev XIII,0916:007F:0E55:0011,Yujimo Quadrant,Suyamai-Olev XIII
05B3:007E:0129:0079,Valicun Instability,Geyaxig-Usat,0BEC:0080:0205:003D,Adaguvit Fringe,Tosaar XV
05B9:0082:04A2:0079,Eomeriv,Inachkari,086F:007C:0BF9:004C,,
05BA:007B:01B1:0079,Hazerig Conflux,Abnamc-Ahshi,0A38:007E:0E3F:0071,Dagaean Nebula,Abnamc-Ahshi
05BB:0083:02AB:0079,Geynnerv Boundary,Vokabud-Awan,05EA:007C:02AA:0074,The Arm of Sodaii,Riasta Il
05BC:0081:0C76:0079,Ifjari Band,Yuelinj,03A4:007B:0A57:003F,Endirlin Cluster,Egirut
05BD:007E:069C:0079,Miplackuw,Merika,06A5:007F:05CA:004E,Kiewetin,Nurlov-Hanab
05BD:007E:0B03:0079,Huberbru Band,Danoya,0B91:0082:0701:004D,,
05BD:0081:0CD9:0079,Aouist,Nunsisirk XII,0A0C:007E:031D:0018,Nisage Cloud,Rishig
05BE:0080:0BCB:0079,Edzicni Expanse,Laanxian,09AE:007F:03FA:0034,Uuleic,Tashevs-Yise
05C3:0082:073A:0079,Ohnsoe Void,Nirats-Vas,06AE:007E:061B:0049,Camblok Adjunct,Idakats XVIII
05C5:007C:017F:0079,Yidowic Shallows,Angoto,0DA9:007B:0438:005C,,
05C5:0082:06EE:0079,Agchanlu,Amnyaid-Ned,078A:007E:0A5C:0061,Mibionni Adjunct,Trensky
05C7:0082:0339:0079,Cizkyept Quadrant,Omlyat XII,0334:007E:05F7:002D,Nadvaramoa Terminus,Rimant
05C8:007E:05ED:0079,Sebehi Expanse,Ubansko,0555:0082:0951:0046,Zuyarai,Tutoribe IX
05CB:007D:08CE:0079,Wonbeac Nebula,Diterinci,06A1:007B:062B:0066,Injabe Void,Disher-Daz
05CD:0086:0C33:0079,Nidaboc Instability,Latside-Ectus VIII ,0547:007C:042F:0039,Donirra,Acanber-Sehar I
05D3:0080:0221:0079,Yidoshn Nebula,Lixstoftu XV,088D:007F:01D4:006E,Layonop Expanse,Rustim-Ros
05D4:0080:0630:0079,Ontoal Mass,Palmdalmi,0A74:007E:06BD:006B,,
05D6:0081:06EF:0079,Vumanu,Agestu-Rukha,05CB:007D:08CE:0056,Wonbeac Nebula,Gitsre
05E0:007F:0667:0079,Ornuma,Bootleb-Spetr IV,064C:0082:09F3:0071,Ivojimi Expanse,Sadomat
05E5:0083:079F:0079,Tuzannu Void,Objoie-Thyon,09E7:0082:08CD:0069,Arm of Axtera,Guadam
05E6:007C:09CE:0079,Sea of Yuderld,Kiyotos XI,0872:007F:0AAB:004A,Wapitja,Wukong-Oria
05E6:0082:0A19:0079,Uhlank Cluster,Fukanbab,099B:0081:0592:0043,Ueelgi,Snunarnal
05EA:007C:02AA:0079,The Arm of Sodaii,Ailodi,026B:0083:08FF:0033,Uchead,Satsuy XIII
05EB:0083:0ABC:0079,Ilramca Band,Lioarki,04C2:007D:08F8:0037,Oktiss Fringe,Roklagdu
05EE:007F:050E:0079,Avlovy Terminus,Afkoms XIX,049A:0081:08F9:0056,,
05EE:0080:09BB:0079,Vimorvo,Kostiu-Eiyos,0959:007C:05BC:0054,Riquecav,Shifnal
05F1:0080:069A:0079,Ovalil,Xuminez-Didur,0A63:007B:0859:0072,Sea of Anwica,Buchariq XI
05F1:0081:05C4:0079,Sikovsz,Eontig-Oman V,07B4:0081:050B:0072,Dahbhosey,Siakir-Ruben IX
05F2:007D:04B0:0079,Hupayehi Nebula,Faframf VI,050D:007D:058B:003F,Lidarngai Shallows,Nucklin-Giji
05F4:0080:0A6F:0079,Hebiampt Conflux,Keanas-Inzad,06BD:007B:0524:003C,Ekrespe Void,Pidallub XVI
05F5:007E:0D3B:0079,Webbio Shallows,Seungz-Atr,0433:007D:03EF:0031,Gepanjek,Oikeud
05F5:0080:0606:0079,Benobog,Hichino-Hofle,077D:0081:0544:004C,Didiern Cloud,Tuister IV
05FA:0083:0209:0079,Ceyrini,Eelunbo-Dop System,0B2B:0081:02A1:003F,Uokats,Nechor-Riy System
05FB:007F:0773:0079,Ahtaram,Ximinian,06EF:007B:0646:0078,Ukheil Fringe,Inurtn-Yad
0601:007D:0DA6:0079,Mahire Nebula,Ebeidika IV,0AF5:007D:0D22:0074,Dexter Conflux,Ebeidika IV
0602:007B:0A1A:0079,Fianyi Expanse,Yonkarman VIII,05F6:007F:0606:004C,Chathiv Band,Rakessky
0604:0081:0D67:0079,Logreed Terminus,Vollaki-Evurd,02C3:007B:0A46:0002,Ovoltje Band,Raranga VII
0606:007D:086A:0079,Bahawch Sector,Matsuka-Aybar,09DB:0080:089A:0056,Uutarind,Olberg
0608:007E:03BE:0079,Relpop Expanse,Tiruitel,0C92:007D:0748:001B,Moursu Nebula,Thanet XIX
060E:0082:05D3:0079,Teledai,Hoslozh,089A:007D:0AC9:004A,Uiquetz Anomaly,Hauktn-Gacak XV
0613:0080:01DC:0079,Upsilv Boundary,Rotoar,0C65:007D:0C9D:0015,Muniana,Azukary II
0613:0083:07E8:0079,Laeansso Band,Kiliea-Oon,06A5:0081:0946:0067,Enicia Expanse,Zihumerub
0614:007F:0CAF:0079,Awuruka Band,Eywoodb IX,05BD:0081:0C75:0062,Oorion Mas,Ogdani
0614:0082:0D51:0079,Cucione,Pozzhe,03E3:007E:0BCD:0026,Fiorund Void,Quoganj VII
0616:0083:0CC5:0079,Gayalaha Cluster,Caeane-Tar,0C58:0082:0560:0067,Negzhevs Mass,Oukoussa XI
0617:007D:032D:0079,Thmuti Cluster,Uilders VI,0700:007C:0D05:0062,Maholsz Spur,Lukousa
0617:0083:0C4C:0079,Sea of Luyteena,Revize-Aus XVI,0843:007D:0CA1:0070,Ikadusa Instability,Vigraoch
0619:0081:0926:0079,Hesallac Conflux,Riraintip,06AE:007D:09B4:006D,Tazindo Conflux,Memoner XVI
061A:007F:0766:0079,Gunnola Terminus,gann-Onmat VIII,0613:0083:07E8:0064,Laeansso Band,Riholm XV
061E:007D:050B:0079,Arm of Opushwo,Touchik,0B4C:007C:0706:0051,Rudzhima Terminus,Yedexin
0622:0081:09CE:0079,Haximo Void,Aijona-Haka VIII,0A13:0083:0973:005E,Ekchike,Okubaras
0627:0083:0502:0079,Ifjarugi Boundary,Irnuh,0B60:007F:08B2:0043,Ejjara Expanse,Idcott VI
0629:0082:0AD0:0079,Cociore Adjunct,Ismano-Leo X,06AB:007E:04FA:005A,Uyouro Band,Aomorida
062A:007B:0920:0079,Behrimni,Utkijai XVIII,0743:007D:09F4:0062,Gucurics Mass,Entsus-Igil Vill
062A:007C:0920:0079,Daurir Cluster,Miyakoda V,05FB:007F:0773:0056,Ahtaram,Mylast-Gegl
062A:0081:07F2:0079,The Arm of Uhlang,Efermo,0662:0083:08B9:005D,Kegart Shallows,Rekhovdo
062C:007D:0AC4:0079,Urutia Fringe,Yazawaji,0B25:007B:072B:005A,Sea of Hazebek,Beachia
0635:0082:0D6B:0079,Iquerod Band,Nuduxie II,09B2:007E:029D:0070,Ehperrid Cloud,Nuduxie II
0636:0080:0796:0079,Nozaralle Cloud,Dapeto IX,087F:0082:09B1:006B,Giputas Shallows,Rovsko XIX
0638:007D:0ADF:0079,Yilwic Boundary,Itelok XIV,0B05:0081:06A2:005D,Edzicna,Enxois-Vul
0638:007F:042C:0079,Agetanan,Codoijia XIl,07B0:0082:03DA:0045,,
063A:0083:087C:0079,Hikosr Quadrant,Luykseyo,063F:0080:07B8:005D,Cempdo,Dutgae
063C:0081:04F8:0079,Sea of Sosbeta,Arveyko,05EC:0083:0ABD:0061,Dozumelu Cloud,Yavonno IV
063D:007C:0B88:0079,Neasator Terminus,Ornyag-Tupi,0428:0082:0762:0050,Ibbsekyla Expanse,Budulym-Neka
063D:007E:057A:0079,Mupoxamhe,Odegawa IV,0AF0:007E:075C:004F,Sea of Izcate,Orgiyev
063E:007C:071F:0079,Guernab Spur,Nutanari,06F1:007E:0992:0070,Kirsaei Cluster,Aifung
063E:007F:07C7:0079,Udwiger Shallows,Pungdui,08F1:007C:0694:006A,Nudpers Sector,Toxeterto
0642:007C:0A8B:0079,Kajamiamh Void,Ukabefaci,0A8A:007C:065D:0050,Udogan Boundary,Hocarush
0642:007E:0BBF:0079,Hodedis Band,Echinaman IX,0BDE:0082:06BC:0060,Ianikep Nebula,Shidakana XI
0643:0080:07B8:0079,Lajidh Instability,Etiaob-Fal,08AA:007E:098D:005D,,
0648:007C:0B28:0079,Sukuna,Sicowey,0A36:0082:0ABF:0058,Eechuji Mass,Treatt VIII
0649:0083:0FCD:0079,Gooell,Aogingk XIII,0359:0082:0E6C:003A,Xolotazi Sector,Vayzyak-Emu
064A:0082:081B:0079,Umedeinj,Yamirai,095A:007B:08EE:0061,Acgila Terminus,Igariq-Sonoj
064B:0082:09F2:0079,Dworns Fringe,Watachle,0719:007C:05A3:0061,Diytuna Quadrant,Ludaob-Ebaru
0651:0082:07A2:0079,Rafinsu,Yoduhshi XIX,090E:007F:06BA:0072,,
065A:0082:0158:0079,The Arm of Kawathi,Yoroza,0229:007B:0B79:0053,Vacotie Conflux,Hatsia-Tagaw
065B:007C:01BC:0079,Lazahukc Void,Kuhovdar XII,02B5:007F:0BA0:0042,Roseusa Terminus,Dedisho
065C:0082:0AC2:0079,Ruynic Mass,Xoggugie,0660:0081:0AB2:005F,Leslawo Expanse,Urmats
