bh-coords,bh-region,bh-system,ex-coords,ex-region,ex-system
0123:0080:0741:0079,Naheon Mass,Amenzhou V,0A9C:0083:0E52:003A,Emliap Terminus,Amenzhou V
0125:007C:08DC:0079,Yoskinjm,Sustryo XII,014F:007D:0681:001E,Regayoq Cluster,Veychiiak
0126:007D:0873:0079,The Arm of Goffett,Yehengd-Arm,0ECB:007B:0872:0003,Luguurt Spur,Hurstev
0126:007E:0931:0079,The Arm of Enpert,Zigata-Emecu IV,0EE3:007B:0803:0040,Irossk Sector,Omintais
0127:0080:06DD:0079,Uemoer Expanse,Rumyondi,0E47:007D:052D:0009,Uciacle,Sarovis-Hop
012A:007D:0B92:0079,Fupalanc Band,Rishiobay,0B31:007D:010B:004B,Agiamp Instability,Truktn-Oli
012A:0081:0708:0079,Nukiewono Instability ,Sloekr XIX,0D26:007D:0C82:0014,Tapike Conflux,Posefi
012B:007C:08AB:0079,Ledleeve Fringe,Spiltari,0162:007D:0661:000A,Eddara Spur,Eordurm XIX
012B:007E:082C:0079,Boydonts Shallows,Ossourii,0E8B:007E:064B:006B,Herudenew,Lurang
012C:007B:05B8:0079,Weright Conflux,Hakuchu,0F1B:0081:076A:0052,Lenjulip,Irunoka V
012D:007B:05B9:0079,Yamifan Quadrant,Jellud,0103:007F:068D:0031,Eybakt Cluster,Ebhiosca
012D:0080:0484:0079,Brungur Band,Yachihac VII,0221:007B:032D:005E,Ulumesh Anomaly,Uglinsky
012D:0080:08C3:0079,Raahem Quadrant,Wazaki-Oping IV,0AB2:007B:0E3D:0056,Irchel Instability,Adsfil VIII
012D:0084:06F6:0079,Kodich Spur,Nudtage,0143:007F:093A:0007,Ladbilag Sector,Yarirsagg X
012E:0080:0443:0079,Zolibri Void,Hogaki-Lolaba,048F:0081:0EE6:005A,Ikemessar Adjunct,Afzeli
012E:0084:06F7:0079,Majauron Spur,Chulch,085D:0082:0ED1:006D,Nahulsef Void,Uezhiman
012F:007C:090B:0079,Nafione Cluster,Buynak,0C15:0082:0D7A:0027,Otkenk Cloud,Qizheji
012F:0085:06F5:0079,Leweli Sector,Reenba-Eioa,0CC6:007D:031E:0069,Gidait Adjunct,Zuxion-Hokur
0131:0081:067E:0079,Wulana Adjunct,Nedhuri-Rivel IV,0161:007E:09F7:006B,Virgitt Conflux,Illovk
0132:007D:07E6:0079,Thawon Adjunct,Halista-Tadag III,053F:0081:0E28:001E,Uikuarr Quadrant,Serond-Yorx XII
0132:007F:06FE:0079,Efjeldsop,Sademora VI,08D4:007D:013C:0061,Sazumtyr Shallows,Nabaet
0132:0082:08D4:0079,Hudiuheti,Oogiss XIX,0EC6:007E:0771:0013,Baiamo Void,Patridn-Oces
0132:0082:08D5:0079,Qetesi Shallows,Kuyotom-Alag III,022F:007F:0B82:004F,Uthittel Quadrant,Roregil-Otaru
0132:0082:08D6:0079,The Arm of Vestragro,Ikistusan,0BA3:0080:0241:0012,Unwinc Shallows,Vetskyvi XIII
0132:0083:08D6:0079,Layssenovi Spur,Riyakoma,016D:007D:064A:005C,Goffie Sector,Shmanic-Robuky
0133:0080:06FF:0079,Sea of Ziterbe,Nastaram XI,021D:007F:0B6F:001F,Sea of Uunghi,Entain-Hoiba
0133:0082:08D4:0079,Apurun Nebula,Nanonqu-Leta IX,0E48:007E:0A91:003D,Yisatsuij,Beilinhu
0133:0082:08D5:0079,Baeinnfar Band,Lemmela-Oban,0138:007F:087F:0001,Mudusc Nebula,Tukossi
0133:0083:08D4:0079,Vurayhang Cluster,Aforeds,0884:0083:0139:000E,Tenney Cluster,Muhetat-Ayvo
0133:0083:08D5:0079,Ducaidjam Band,Tusushi IX,0A8C:007C:0E49:004A,Xehosyril Anomaly,Yakshampt V
0134:0082:08D4:0079,Mewezic Adjunct,Meportaw,01C9:007F:0AB6:0068,Ahomen Nebula,Nidexter
0134:0082:08D5:0079,Sea of Zoholtiet,Kremovik VII,0C5A:0080:02CA:002B,Uanotan,Kostun XVIII
0134:0082:08D6:0079,Menongholt Conflux,Enusch,066C:0081:0E97:0067,Osztockl Expanse,salex-Dustv XVI
0134:0083:08D4:0079,Enreepome,Yazhuo,0C7D:007B:0D15:0039,Mabozhons Spur,Pihorla-Giyod
0134:0083:08D5:0079,Euxoisari Expanse,Seneath,01B7:007D:0573:0075,Usdoro Conflux,Igarins
0134:0083:08D6:0079,Swanwu,Obgyar,0EC3:007E:077B:0038,Dasayas Shallows,Uozulu-Oic
0135:007D:08B8:0079,Raosha Instability,Uciank XI,0E6B:007C:05D5:000A,Riosate,Ograts II
0136:0010:0EC8:0079,Uibuhrma Mass,[sh] Vokopiolaf,0FFE:007B:07CC:000E,Ijunlod Terminus,[shb] Ibabulli
0136:007E:02E5:0079,Kistan Mass,Sykohtar,0A4F:007C:0000:0018,Javeroand Mass,Vamman-Lovfi II
0137:0081:071C:0079,Shonta,Seiyose-Imovs,0B85:007D:0235:0057,Lazunov Sector,Elisbrev
0139:007F:099B:0079,Ibsonkenh Void,Koyntoin IX,06C2:007F:0EC8:0075,Guculu Anomaly,Riqulen-Dek
013A:007D:075E:0079,Jiganel,Gorekha-Tavof,0152:0081:08F2:0027,Jiantli,Ehemsuw
013A:0081:06A9:0079,Rummung Quadrant,Zahuglun I,0526:007B:01C6:003B,Earexe,Neungl
013B:007D:0939:0079,Inchow Sector,Fefikso-Yuxisr System,0D00:0081:0CA1:0029,Lotzmanu Adjunct,Kasaga System
013C:007B:0957:0079,Gehsietet Quadrant,Kuchuore,0933:007F:0145:0053,Oudhur Sector,Olmasa
013C:007F:0964:0079,Pardohruv Boundary,Fujieda,032A:0081:0327:004C,Ehpmuti Sector,Raetsk-Lodo
013D:007D:09F0:0079,Laswifth Fringe,Ovdorod,0E28:007E:04BA:0029,Sopwitz Boundary,Putonro-Igon
013D:007E:09F1:0079,Eybaks Sector,Nunogda XVII,0239:007F:0BEA:0025,Suparak Boundary,Ulwelalst
013D:007F:06AE:0079,Amatlap Fringe,Utahill VI,0C9D:007C:02FA:0065,Uslonaw Conflux,Rocyras-Rofol I
013E:007E:09F1:0079,Sea of Cerian,The First of Many _ black hole,0934:007F:0122:0050,Moveler Nebula,Oyangxi-Opin
013F:0082:0827:0079,Ruizha Boundary,Goviarear,0C20:0081:02BB:0044,Ejtoluf,Ogatot-Ergu
013F:0085:09F1:0079,Sea of Hovedu,Yilaere,010A:007B:0853:0042,Skjeae Anomaly,Wednae-Ienn IX
0140:0083:08D8:0079,Ouhute Cluster,Aneiurom,049C:0083:022C:0055,Tatvash Void,Alynuymit XIII
0143:007E:0873:0079,Urphyl Void,Deforani System,0D35:0082:03CF:0069,shwobokn Nebula,Unkyotaw VII System
0144:007C:0722:0079,Mutabhr Expanse,Maforads,09FE:007F:0194:0067,Daleyaay Shallows,Takaic-Ferl
0144:007F:07FC:0079,Yixidiu Band,Tateba,0BFE:007C:0D55:0055,Guguli Conflux,Gaqoil IX
0146:0081:06A7:0079,Laknarbon Cluster,Poroza-Naiyi,062A:007F:0174:0058,Miccarn,Culiusan System
0147:007C:097C:0079,Patagu Cluster,Aniell III,0E68:0083:0A50:0075,Eprango Void,Jiyakoj XVIII
0147:007D:06FE:0079,Lujakan,Apjons-Aberb,0CFB:0083:0C89:000B,Agnower Shallows,Zuransi XIV
0147:0080:07FC:0079,Lomoria Expanse,Heleiz,0212:0081:04F4:002C,Uijffawng Terminus,Kufslu
0147:0082:0711:0079,Orrite Void,Gohuadi,01A5:0081:0A35:003B,Ovskyam Instability,Ikkedea XII
0148:007D:0778:0079,Sowilae Terminus,Moptorran,028B:007F:0428:0075,Evskitas Nebula,Kielind-Olu
0148:0082:08FF:0079,Bubinne Terminus,Ulovod XVII,0490:007C:0DC9:002A,Jisune Spur,Futirpr
0149:007E:08EB:0079,Desats,Ankokai-Degty,0347:0082:0CC5:005D,Uluwai Adjunct,Onceptin
014A:007C:06BD:0079,Nojibi Adjunct,Nugarsensk,0D16:007F:0389:0022,Feredjo Adjunct,Tilunahl
014A:007F:095C:0079,Leyder Conflux,Uitang-Atc,0144:007C:0722:0048,Mutabhr Expanse,Downey-Ixar
014A:0081:0918:0079,Umbwend Void,Tulebye-Edvi,041B:007C:0D7D:006F,Macince,Einoslo
014C:0077:0726:0079,Westaiy Spur,Darkest Light,07BC:0080:0EB1:0015,Leynnami,Rudnya
014C:0078:0732:0079,Woladyauru Nebula,Gachas-Liy XVII,0222:0081:0B39:001E,Slayequ,Muraga
014C:007C:07B1:0079,Cuskay Sector,Lusiden-Ivels,0E89:007F:093B:0006,Peding,Dorlusk-Hira XI
014C:007D:08E3:0079,Flhelff Shallows,Ubimuru-Ineu XVI,0223:007C:0B41:001F,Irethe Cloud,Aneius-Tajim
014C:0080:0993:0079,Cothiiga Mass,Sinistv,0403:007D:0D8A:0024,Inaray Fringe,Likevichu
014C:0080:0B6D:0079,Rimuncen Expanse,Yalilas,065A:007B:0F48:0035,Noldrian Conflux,Atarysoh VI
014E:0081:09C1:0079,Deptrudoh Conflux,Nuglunand I,03FB:007E:026F:0040,Oephtihor Band,Warita-Tuan
014E:0082:0969:0079,The Arm of Huotelyja,Ektrovo,0147:0082:0711:0022,Orrite Void,Anxiezho
014F:0077:08B5:0079,Evdoki Quadrant,Mozomea,08E8:007E:0E9A:0041,Dufanth Instability,Enwortiw
014F:007D:0680:0079,Bubelali Shallows,Hagfor-San,0A29:0080:0E6E:006B,Ponskui,Taygeto
014F:007D:086F:0079,Exphinon Mass,Ivvara-Enl,07CE:0080:0159:0003,Olmikiss Void,Himenx
0150:007C:038F:0079,Tomutja Adjuct,[shb] Gojose X,083A:0081:0FF4:004B,Meoncelor Adjuct,[shb] Domery-Rehegi
0150:007E:0615:0079,Irinne Cluster,Hiresno-Ids XV,0DD5:0080:0457:006D,Oualab Expanse,Algiel
0151:0080:0754:0079,Nenbulum Adjunct,Tumisk-Vet,0E93:007C:090B:0018,Soolhy Terminus,Yudintsy
0151:0082:0666:0079,Zubris,Chlosa,0AA9:0082:0E42:0064,Niyores Expanse,Jurongy
0152:007B:07AE:0079,Wosyno Sector,Ugourd,0B57:007C:0DB8:0037,Nijhali Nebula,Luguann
0152:007B:0BEF:0079,Mikkeits Cloud,ki4,0CC8:007D:0E06:0020,Ujemen Sector,ko4
0152:0081:0699:0079,Fainag Terminus,Yocorpo XIX,0BCE:007B:0D93:0078,Fadiega Cluster,Rusiblad XV
0152:0081:08F2:0079,Jiantli,Mopurus-Dor,0196:007F:09E1:0062,Stvanito Quadrant,Ihonjosh
0154:007C:0A1B:0079,Ulfunjor,Twhittar 1,0613:007C:0157:006D,Cohnso Conflux,Ripugang XIV System		
0154:007D:06FD:0079,Fossolaru Mass,Peyorya,0B28:007E:0DE4:0025,Seciumf Mass,Pizhej III
0154:0080:0AF5:0079,Qutien Expanse,Uijeomch,01EE:007C:040D:003A,Igoschma Mass,Esumxu-Gaanob
0155:007E:088F:0079,Syetadj,Inoshu-Yodn,0221:0080:0B14:0052,Hukuja Mass,Tavovat XIV
0155:0082:0698:0079,Xicosi,Loskillin,0810:007F:013D:0013,Civertal,Unnanko XVIII
0155:0087:06CA:0079,Dabrus Sector,Udelam,015B:007C:06F2:0003,Vibiolda Band,Dasidumet
0156:0081:0900:0079,Ficarp Instablility,Egisem-Ailse,0365:0082:0CD7:0019,Wielut Void,Satoriok
0156:0083:0A0F:0079,Hahogaw Instability,Druphus,0676:0082:0141:0032,Aakihi Void,Hetarr
0156:0087:06C9:0079,Osenostya Shallows,Yalaik-Musa,0CE2:007B:0C96:0069,Ezmiane Spur,Uveran XIV
0156:0087:06CA:0079,Allerman Quadrant,Tolyevi XI,0192:007D:060F:002D,Pidorf Expanse,Irskoi
0157:007F:0703:0079,Rabalde Boundary,Tiyevoy-Myned,0AED:007C:0200:002D,Punama Terminus,Omseyc
0158:007F:061E:0079,Alraymil,Ihirish,0172:0080:0A00:004D,Kakolynon Quadrant,Udelin-Kutnin
0158:007F:0927:0079,Vulyaeva Nebula,Lokapent XV,0289:007F:041D:0011,Brucke Quadrant,Holistic XIX
0158:0081:0798:0079,Ruhjell Boundary,Pirta-Hukan,0A70:007E:0E24:0013,Diviold Void,Nazhenye
0159:0080:095F:0079,Kuungu,Ebonya-Futa X,06F9:0081:015A:0076,Vitreb,Deyshula
015A:007C:06F6:0079,Henute Conflux,Sibaye -Engd,0176:007D:0954:0019,Xeniek Boundary,Bokhovsk II
015A:007C:09C7:0079,Tatgene Adjunct,Nikawat,0316:007E:0344:0052,Eufanoai Nebula,Vigarsky VII
015A:007E:06FF:0079,Nuansano,Irishi,0C25:0080:0D34:005C,Gudangka,Tehavr-Ennan
015B:007C:06F2:0079,Vibiolda Band,Nenkont,0BF2:007E:0D60:0008,Ceband Terminus,Longko
015B:007F:0A13:0079,Hutekian Boundary,Amanoy-Igg,0BD3:0083:0DBB:005D,Textov Anomaly,Aguryu
015B:0080:0821:0079,Ezmiap Void,Borzhoku,0DC1:0082:04CC:0020,Kapenapug Mass,Ialnoich
015B:0081:061F:0079,The Arm of Ugnowic,Azdnovn-Inven System,0E24:0082:04FD:0030,Piberef,Akkano XV System
015B:0081:0834:0079,Dovardh Mass,Latayev-Emura,0E8A:007F:08C0:0029,Faneyaay Shallows,Sukuper
015C:007B:0250:0079,Yowiljansk Instability,Kamysohe VII,0923:0080:0000:001B,Otjonaz Cloud,Abqenrond IV
015C:007C:0C72:0079,Gosburo,Modedovo V,0546:007F:008B:0021,Yarhorc Boundary,Bidetsk-Eve
015D:0080:0765:0079,The Arm of Gaskya,Erbergan,0E10:0081:0569:006D,Ufandboh Cloud,Pertru VII
0160:007E:088F:0079,Crumediq Cluster,Jahnge-Riyak II,0E91:007F:0875:0044,Ekliko Quadrant,Nafjarhof
0161:007E:09F7:0079,Virgitt Conflux,Yesskov-Ketti,020E:007C:0B67:0021,Kaakot Instability,Yixialih
0162:007D:0661:0079,Eddara Spur,Raritas-Neco V,014C:007D:08E3:0005,Flhelff Shallows,Astryo
0163:0081:06F0:0079,Rayaji Sector,Guchyor,0685:0081:0186:002A,Sea of Eorles,Fimmotr-Oudal
0164:007E:075F:0079,Lazahr,Ishlif-Aain,0D71:0080:0BB1:0010,Syuphocor,Amkarg
0164:0081:09D9:0079,Lumente Shallows,Otorye-Bau XVI,0B4D:007E:0DF2:001F,Obbegh Mass,Aimino-Defo
0164:0081:0A07:0079,Xagoesm,Oftero,0BED:007E:0D9E:0015,Piylerm Shallows,Aistocks
0165:007C:03C8:0079,Zomunco Fringe,Ruzyakho,051A:007D:0F37:0026,Sea of Dijunlong,Salthatio XV
0165:0080:0665:0079,Ilkese Band,Emistoku IV,0AD4:0082:01E1:0018,Nagcobi Boundry,Akesum
0165:0080:06AE:0079,Piphono,Dapoto-Tisgra,05F6:0082:01A4:0044,Koviksi Cloud,Auzeae-Eimon V
0165:0082:090A:0079,Nuwaim Cluster,Mautano,033E:007F:0360:000A,Rabbage Void,Mimaba-Ishi
0166:007C:0620:0079,Lafssom Boundary,Apugar,0978:0082:0EA2:0046,Lestpuhan,Ugkarr XIII
0166:0083:0662:0079,Arxvest Band,Aforri-Orb,0712:0083:0EA9:0069,Iuxiani,Vutumini VIII
0167:007C:0A16:0079,Nuchussi,Gurois,0D6A:0081:0C32:005B,Huzenu Nebula,Tiynemue
0167:0080:0A35:0079,Ionese Void,Qukann-Uyebys,0E8C:007D:0A25:0041,Huevic Instability,Geyodawaj III
0168:007C:0733:0079,Bozois Conflux,Sucitus-Fenno XVII,01BA:007D:09F8:006E,Balroyuk Void,Aliaoy-Urla
0168:0080:05C8:0079,Katsaynue Terminus,Oavslu-Aomo,022A:007E:0BAF:0005,Lafques,Dayerba XI
0169:007C:05D9:0079,Meowatti Adjunct,Yanleio-Xoa,0C5A:007B:0D51:0012,Invent Boundry,Avehil-Ais
0169:007E:092A:0079,Gosburgh,Ormaini,01D2:007E:0597:0047,Yequaque Cloud,Ukeelop-Noich
016B:007F:058F:0079,Hifnal Mass,Brines,0EF5:0082:07EC:000E,Laughn Void,Uginohere
016B:0082:072A:0079,Tigosl,Oaketa X,030D:007E:0C52:0050,Rerakhi Quadrant,Luquan-Iasu XIX
016C:007E:090D:0079,Anzamk Instability,Ilackup-Pavi,09F6:0080:0E4B:0064,Sea of Yimphek,Wuweini
016C:0080:0921:0079,Iuzout Void,Howarm-Kuhid,0A57:0080:0E2D:0061,Iuzonyi Shallows,Osaita-Ebud
016C:0080:0991:0079,Thogrea Spur,Kabefa XVII,0A9E:0080:0E29:0049,Fidethlo Void,Pardson-Din
016D:007B:0A67:0079,Sea of Ilment,Rouhek,0B47:007D:01E2:003E,Snicez Spur,Adjacu XVII
016D:007C:086D:0079,Immelti Fringe,Esyego-Niket XII,0C87:0081:0CB2:0021,Lamoss Adjunct,Orcang
016D:0081:081C:0079,Wailun,Omakina-Dajupa,01D1:007E:05F3:005A,Owskia Nebula,Uroras
016E:007B:085F:0079,Ijkmas,Laossa-Anka,02F6:007F:0C21:0061,Jeffit,Lajodun
0171:007B:0869:0079,Ayleeu Shallows,Aramain,0A56:0082:01ED:0048,Howskyan Sector,Eapoleg-Ubi
0171:0080:095A:0079,Mebest,[shb] Sukham-Gurg,0DB8:007C:0B56:0075,Itoqotmil Shallows,[shb] Daytone X
0172:007B:0609:0079,Jagata Terminus,Hachik,0A6C:0081:01AB:004E,Uijsen Instability,Susbeth-Damx
0172:007C:0655:0079,Esplaauw,Oranoya,043F:007E:0D8C:0049,Emglai,Hughtonro
0172:007E:0580:0079,Bryazza,Ridevkazhid,0EDA:007E:06D5:0026,Nasvavro Quadrant,Risufil-Reritn
0173:007C:091A:0079,Yaayag Shallows,Okingt-Ceti I,01E3:007E:0591:0072,Gugsany Boundary,Ubtandin
0173:0080:0A00:0079,Hughek,Hikingi-Dizha,0ADD:0081:01D7:002E,Uxelaye Quadrant,Ellabo
0173:0081:07D0:0079,Aijuna,"Agmo'ufa",045C:0083:0D5F:0048,Memstahu Terminus,Zemodedo
0174:007B:06E3:0079,Sainambo Cluster,Bunjisun XVII,0C1E:0082:02DF:0055,Icaubas Terminus,Eyamat
0174:007C:08E4:0079,The Arm of Nutecho,Gefili XII,0E2A:0081:05CA:0013,Sea of Voguies,Norins-Lialy XV
0175:007D:0954:0079,Sivacla,Roragu-Pahyg,0CDA:007D:0C7B:006E,Alysooled,Jedexie-Ich
0178:007C:084A:0079,Ahmatas Fringe,Myridas VII,0184:007F:07ED:000C,Rohlinna Anomaly,Samead-Serka
0178:0082:074B:0079,The Arm of Zayaeva,Mabaraos XVIII,0E28:007F:05E8:0054,Ciahay,Etskyv-Qeda II
0179:0081:095E:0079,Nizelna Spur,Xucheer-Amny,048F:007B:025A:0031,Shbetsi Sector,Vilskoga
017A:007C:0749:0079,Voszkov Void,Surcoi,0658:007D:0E48:003B,Mehuruhj,Lamhulgan
017B:007E:0561:0079,Guyldern System,Joviathm VII,010C:0080:07BA:0070,Huberuk Instability,Yasend XIX System
017B:0082:08BB:0079,Wafemir Confulux,Nagelaps SYstem,0770:007E:0186:003C,Sephstoko,Ekanbeidi System
017C:0084:090E:0079,Oyettne Fringe,Gugyoida,01C0:0081:09F0:0031,Hajeauxa Nebula,Ulovoz-Iyod XI
017D:0081:0940:0079,Pihanen,Ouxfal-Guali VII,0D7B:007E:0B9A:0069,Nibumbwa Spur,Miurga XI
017E:007C:05CE:0079,Icleenr,Luguaht-Ika IV,03A7:007F:0D3C:0038,Sicioledy Boundary,Hizunom-Hig
017E:007C:09C9:0079,Munaskias Quadrant,Faboku-Cebre,0BFE:0081:0D5D:0012,Disony Fringe,Arusang-Mer
017E:0080:05F4:0079,Jaeliu,Habikok-Iamen,03AF:0081:02CC:0059,Kawawer,Lekilab I
017F:0080:058B:0079,Iphussim Cloud,Kuzent-Uson,0350:007F:0D0A:005E,Nenbooth,Dikeri XII
017F:0080:09FC:0079,Topatre Quadrant,Hakuda,0A9A:0081:01C9:004C,Goibniz Mass,Tousov-Lozel
017F:0082:06F1:0079,Muhangon Fringe,Jzayeveks XVIII,0CE0:007C:03A8:0029,Gukomusp Spur,Eqenxi
0180:0059:0E66:0079,Olvanabo,[shb] Kasaka,00D0:0080:0D83:0060,Illein Expanse,[shb] Angote-Yomin V
0180:0081:067C:0079,Ocklud Terminus,RSUB 49,0452:007C:0282:0061,Kashdow,RSUB 50
0181:007D:0948:0079,Luzhbog Boundary,Omysoky,0E51:0080:0640:0051,Macnaua Boundary,Omysoky
0181:0081:0529:0079,Jukran Mass,Olovych IV,0821:007E:0F06:0021,Noheiro Cluster,Makikai XIV
0181:0082:05A5:0079,Shroma Quadrant,Isomakizu,0B69:0080:0210:004D,Sanasp Anomaly,Oikhodk-Tem
0182:007C:0608:0079,Nowels Fringe,Tebucasc,015B:007C:06F7:003F,Oerdon,Kobymoutha
0182:007F:0A33:0079,Adonnonn Nebula,Pohalam-Voye,065E:007D:0E97:003C,Ukuagen Mass,Jiidakam
0184:007C:04B7:0079,Ewulgu Expanse,Oigata XIX,084A:007E:0F32:0038,Utzing Fringe,Inguag-Rafi
0184:0081:09F4:0079,Ossura Quadrant,Signag-Buffa,0EB6:007D:07BF:0003,Nogzisputz,Browne
0185:007C:0A92:0079,Aiowatsh,Kumidak,0940:007F:0134:004C,Upuyao,Buyama
0185:007F:07F1:0079,Cevejag Anomaly,Liarkas,0643:007F:01D0:0018,Hovaroj Boundary,Ahdzangl
0185:007F:091C:0079,Igmaars,[EPM]Arthur zone,0E59:0081:068E:0043,Pekindq Fringe,Quiet wolf
0186:007F:07F1:0079,Arfield Expanse,Ieshon,0DA2:0080:0B0E:0042,Latius Nebula,Hofuna
0187:007B:0A27:0079,Gabethl,Heusiss-Mild IX,01E9:0080:0511:0062,Bluytusa Adjunct,Iwulias-Lette
0188:007B:0688:0079,Voszkod Spur,Criapu-Ruit ,0D29:0082:0C0C:0062,Sea of Sosmansa,Inuyam-Euro
0188:007F:08F3:0079,Sea of Arpastu,Yiraran,0C17:007B:0D05:0017,Wolemor Spur,Kearwo-Hutol
0188:0081:0A76:0079,Iaurub Instability,Kielig,012D:0080:08C3:0018,Raahem Quadrant,Asebonu-Axoss
0189:0082:0587:0079,Sea of Miusia,Jejuno-Yabn,05C9:007F:0181:003F,Wuberho Quadrant,Gojalap-Udhle
0189:0083:0816:0079,Iogash,Milliush IV,03C3:007F:0333:0067,Ceconko,Goprigla VIII
018A:0081:08B2:0079,Sugrivo Terminus,Iyawate-Jokau,0E6C:0080:07BD:0057,Tacoch,Sumiga-Che VI
018B:007B:088F:0079,Ednaskra Quadrant,Humonti,0DB3:0080:0AEC:0074,Gaminkie Adjunct,Sashiwani XVIII
018C:0082:082C:0079,Ocniiji Nebula,Deyzhevs XV,042D:0082:02DD:0020,Wancoll Fringe,Bosold-Ayan XIII
018D:007D:0594:0079,Lepropa,Geroian-Olma,0690:0081:0153:0057,Semedu Cluster,Tiskuler
018D:007E:064C:0079,Hiehai,Raroken-Uyish,044F:007D:0D78:0077,Kobord Quadrant,Cegneu
018D:0081:0915:0079,The Arm of Eefjor,Yemmels,0A5A:007B:0E0A:000D,Layiedes,Iatsso-Viag
018E:007B:0A22:0079,Vavaska Void,Endzies-Nojos,0165:0081:06AF:0033,Rutiiq Void,Asenna-Gakang
018E:007C:07B9:0079,Cuseshciho,Neryov,0E3B:007F:0966:002B,Sea of Ilbane,Esmerti
018E:007D:0A10:0079,Rogustevi Conflux,Fufielder,06FA:0081:0160:006D,Aesvati,Kuyama-Orq IX
018E:0081:094A:0079,Matians Instability,Elumbu-Omche,0DBE:0081:0B0C:0067,Ocshok Spur,Eflate-Towa
018E:0082:0699:0079,Medbry Void,Tahiko,0E5D:007C:096F:0060,Sea of Waolat,Laohual-Xob
018F:007B:06BA:0079,Sileso Shallows,Endepe-Odu,0BC5:0081:0D49:0072,Tufordi,Ugrenspol
018F:007D:07D5:0079,Milnor Fringe,Kizuwa-Oichi`,0E41:007F:0937:005C,Ziyaevad Void,Iahaoqinz
018F:007D:081F:0079,Kochoch,Aezakita VII,01BA:0083:06D4:005E,The Arm of Norubulyc,Ryakhac-Ichi
018F:007E:06E3:0079,Cienses Expanse,Akjartse V,0287:0083:0484:0006,Ukpeleth,Dobrinc-Isshi
018F:0080:05E9:0079,Anheika Boundary,Gisepp-Hulml V,0A56:0081:0E49:0020,Fudetete Nebula,Lefarbh
018F:0080:09AF:0079,Soyotatia Shallows,Ryport IV,095F:007D:018D:006F,Puekartus Fringe,Imbrefe-Suu IV
0190:0081:055F:0079,Gwaele Nebula,Aechenji,06F8:0083:012F:0039,Iptetye Cloud,Igusuku
0191:007D:067A:0079,Guborgitt Cloud,Lobangel IV,0212:007F:0AC4:0075,Kahitas Cluster,Rimasud
0191:007E:0952:0079,Misdenwayi Fringe,Korigu,06B2:007F:0E5E:004F,Jaraswa Band,Angels I
0192:007D:060F:0079,Pidorf Expanse,Rubenti-Lotn,019A:007E:09D5:0030,Jihlan Void,Ragium
0192:0081:0585:0079,Wocetis,Rikjuba,01C0:007D:053A:000E,Elkist Nebula,Icolail-Rudsl XVI
0193:007C:0651:0079,Odrejo Spur,Kikurih-Eot,0435:007F:02A0:005D,Widrapa,Gatchi
0193:0081:05E8:0079,Yarfiel Cloud,Miyakomag,0E74:007F:063E:005F,Diceeth Cluster,Uossie-Rubun VI
0194:007D:08B2:0079,Ubcansmo Void,Dihuich-Unzho,0260:0082:04F1:0032,Luworld Spur,Aizuka-Pryek
0194:007D:0AEB:0079,Vadols Nebula,Kizuho-Danik,02AD:007F:0C87:005B,Mudhil Expanse,Alfurfi-Odvi
0194:0080:0789:0079,Lehynic,[shb] Pokron XII,02DB:007E:0BC6:0022,Kenney Quadrant,[shb] Gahagiu
0194:0081:0970:0079,Choman Band,Akrama-Okaw XV,061A:0083:0E3A:006E,Hanluorap Quadrant,Ivuvero-Qay
0194:0082:061C:0079,Behniug Sector,Jiider,0541:0080:01F6:004D,Esteth Anomaly,Etaeani-Hakovs
0194:0083:07F3:0079,Yesuvit,Enport,0B12:0081:0D8F:006C,Yugawat-Uole,Ajasis Mass
0195:007F:0527:0079,Fabergus,Ligtown XVIII,01A8:007F:0AE1:0011,Ichawc Cloud,Beppus-Sef
0195:0082:09A4:0079,Ughesod Expanse,Dazakad-Glo VI,03C4:0082:02FC:005C,Nunappa Boundary,Minossos
0195:0082:0AD5:0079,Ivguin Sector,Onbetsu-Uon,0209:007E:0B92:0056,Ixenov-Fringe,Yakelds
0196:007F:09E1:0079,Stvanito Quadrant,Nenakash,0E2C:007E:059D:0056,Ocudano Fringe,Isflop-Efak
0196:0081:0A2A:0079,Femeins Boundary,Ivatel,0969:0080:0E8F:0022,Duvelia Adjunct,Pochog-Ron III
0196:0082:09E7:0079,Virayut,Birunoka III,09B5:0082:0197:003C,Kuchrys Instability,Loringa
0197:007C:0A5C:0079,Mobiusin Nebula,Eubendo-Ogleb,0197:0081:0A2B:0065,The Arm of Suijsen,Garski-Ming
0197:007E:091C:0079,Baktsa Boundary,Gosennum XVII,05B7:0081:01F9:004B,Quoian Terminus,Achitama
0197:007F:0524:0079,Sea of Yirjansf,Yolkov XIV,011C:007B:0704:002B,Sea of Luyrbab,Maposeau
0197:007F:0969:0079,Bikeple Cluster,Ozhastv-Uzlov IX,0689:007E:0E56:0022,Niltotsj Fringe,Suskazh
0197:0080:07FA:0079,Unniac Cloud,Hiwanabe,01C9:0081:06B0:004C,Ekuilla Sector,Tenqua
0197:0081:0754:0079,Yekyrojan Quadrant,Mehaejun,0628:007F:01E3:0042,Sea of Akwaka,Uxuanna
0199:007E:0705:0079,Shojin Cluster,Ulmato V,0E68:007C:0847:0021,Elgovis Boundary,Kouras-Kiyoto
